1500511409,USD,ETH,210.578
1500511422,USD,BTC,2354.3997
1500511427,USD,ETH,210.00000906
1500511453,USD,ETH,210.00001155
1500511470,BTC,ETH,0.08931171
1500511490,USD,ETH,210.00001227
1500511506,USD,ETH,210.56698992
1500511530,USD,ETH,210.56218991
1500511541,USD,BTC,2354.3997
1500511556,USD,ETH,210.00001753
1500511583,USD,ETH,210.57799395
1500511605,USD,ETH,210.12668353
1500511609,USD,ETH,210.57799396
1500511617,USD,ETH,210.43728458
1500511634,USD,ETH,210.57799396
1500511634,USD,ETH,210.57799396
1500511646,USD,ETH,212.0225
1500511672,USD,ETH,213.23669999
1500511672,USD,BTC,2357.14
1500511672,BTC,ETH,0.09
1500511674,BTC,ETH,0.09
1500511698,BTC,ETH,0.09
1500511701,BTC,ETH,0.09
1500511708,USD,ETH,212.344673
1500511713,USD,ETH,213.23669999
1500511720,BTC,ETH,0.09002496
1500511736,USD,ETH,212.61360014
1500511739,USD,BTC,2360.7799
1500511759,EUR,BTC,2021.2896
1500511774,USD,ETH,212.65070077
1500511776,USD,ETH,213
1500511777,USD,ETH,213.23669999
1500511783,USD,ETH,212.6507009
1500511848,USD,ETH,213.2566
1500511853,EUR,ETH,182.99999999
1500511854,USD,ETH,213.57290011
1500511860,USD,BTC,2352.7601
1500511860,USD,BTC,2352.76
1500511874,BTC,ETH,0.09048617
1500511889,EUR,ETH,183
1500511890,USD,ETH,213.86190001
1500511897,USD,ETH,214.99
1500511920,USD,ETH,214.99
1500511925,EUR,ETH,184
1500511934,USD,ETH,214.99
1500511935,BTC,ETH,0.0909106
1500511936,USD,ETH,214.99
1500511938,EUR,BTC,2012.2895
1500511942,USD,ETH,215
1500511945,USD,ETH,215
1500511955,USD,ETH,215
1500511956,USD,ETH,216
1500511960,USD,ETH,216
1500511963,USD,ETH,215.06750001
1500511967,USD,ETH,215.10730003
1500511967,USD,ETH,215.1173
1500511968,USD,ETH,215.11730002
1500511971,USD,ETH,215.1545
1500511971,USD,ETH,214.27040016
1500511973,USD,ETH,212.81779796
1500511977,USD,ETH,216.24109647
1500511980,USD,ETH,213.01657513
1500511999,USD,ETH,213.839
1500512000,EUR,BTC,2012.48
1500512011,USD,ETH,214.91469999
1500512014,USD,ETH,213.25020295
1500512051,USD,ETH,214.62469999
1500512065,EUR,BTC,2012.4856
1500512083,USD,ETH,216.04930763
1500512087,USD,BTC,2357.1355
1500512094,USD,ETH,214.04300001
1500512094,USD,BTC,2360
1500512114,BTC,ETH,0.09090901
1500512117,USD,ETH,214.09900011
1500512117,USD,ETH,214.0990001
1500512123,BTC,ETH,0.09090901
1500512126,BTC,ETH,0.09090901
1500512126,USD,ETH,214.01
1500512128,USD,ETH,213.11
1500512128,BTC,ETH,0.09068422
1500512131,USD,BTC,2365
1500512142,BTC,ETH,0.09068422
1500512142,USD,ETH,213.11
1500512148,BTC,ETH,0.09050222
1500512154,EUR,ETH,184.9459
1500512158,BTC,ETH,0.09050227
1500512161,USD,ETH,213.11
1500512162,USD,ETH,213
1500512162,BTC,ETH,0.09032054
1500512163,USD,ETH,212.6507009
1500512163,BTC,ETH,0.09032051
1500512163,BTC,ETH,0.09026051
1500512167,USD,ETH,211.99999998
1500512167,BTC,ETH,0.090251
1500512167,USD,BTC,2351.1406
1500512187,USD,BTC,2365.3227
1500512189,USD,ETH,211.25479389
1500512193,USD,ETH,211.9699976
1500512210,USD,ETH,213.5131
1500512213,BTC,ETH,0.08999336
1500512216,USD,BTC,2365.3228
1500512254,USD,ETH,212.2521
1500512289,USD,ETH,213.24439999
1500512297,USD,ETH,212.44000001
1500512326,USD,ETH,213.25439594
1500512363,USD,ETH,213.29439998
1500512396,USD,ETH,213.30439998
1500512406,EUR,ETH,184.99999999
1500512407,USD,ETH,214.04000001
1500512409,BTC,ETH,0.090648
1500512409,EUR,BTC,2016.9866
1500512433,USD,ETH,214.09730006
1500512433,BTC,ETH,0.09116168
1500512443,USD,ETH,214.10480008
1500512471,USD,BTC,2365.3227
1500512568,USD,ETH,213.5366353
1500512583,USD,ETH,213.0825
1500512588,USD,ETH,212.8902
1500512615,USD,ETH,213.79409577
1500512618,USD,ETH,213.79409573
1500512618,BTC,ETH,0.09068701
1500512618,USD,BTC,2358.1894
1500512667,USD,ETH,213.1
1500512672,USD,ETH,213.74039999
1500512684,USD,ETH,212.20109001
1500512684,BTC,ETH,0.09068701
1500512684,USD,BTC,2358.2186
1500512686,USD,ETH,212.20109
1500512698,BTC,ETH,0.09068701
1500512700,BTC,ETH,0.09068701
1500512709,BTC,ETH,0.0905
1500512717,USD,BTC,2358.3377
1500512718,USD,ETH,212.99999999
1500512718,BTC,ETH,0.09042801
1500512718,USD,BTC,2358.3376
1500512725,USD,BTC,2358.3377
1500512763,BTC,ETH,0.08979597
1500512777,USD,ETH,212.70819996
1500512802,USD,ETH,212.54589999
1500512804,USD,ETH,212.54589999
1500512808,USD,ETH,212.5259
