1500508130,USD,ETH,201.02000016
1500508136,USD,ETH,199.19690385
1500508140,USD,ETH,200.90829997
1500508152,BTC,ETH,0.08558615
1500508153,USD,ETH,198.93750848
1500508154,BTC,ETH,0.08558615
1500508157,USD,BTC,2349.0891
1500508160,BTC,ETH,0.08558615
1500508167,BTC,ETH,0.08558615
1500508169,EUR,BTC,2017.5257
1500508171,BTC,ETH,0.08558591
1500508178,USD,ETH,199
1500508190,USD,ETH,198.07494276
1500508195,EUR,BTC,2011.8
1500508211,USD,ETH,199.85999998
1500508235,USD,ETH,199.60999999
1500508242,USD,ETH,199.55009998
1500508245,USD,ETH,199.55009998
1500508257,EUR,ETH,174.01999962
1500508261,USD,BTC,2339.67
1500508262,USD,BTC,2339.7799
1500508262,USD,BTC,2339.999
1500508273,USD,ETH,200.60729998
1500508277,USD,ETH,200.6372
1500508292,USD,BTC,2340.1199
1500508293,USD,BTC,2340.1199
1500508300,EUR,BTC,2015.5299
1500508304,USD,ETH,200.62609997
1500508306,USD,BTC,2340.999
1500508307,USD,ETH,199.86160221
1500508323,USD,ETH,200.72619999
1500508335,USD,BTC,2340.999
1500508338,USD,BTC,2340.999
1500508341,USD,ETH,200.0334021
1500508347,USD,ETH,200.03340213
1500508380,USD,ETH,200.7623
1500508384,USD,ETH,200.04340189
1500508398,USD,BTC,2344.999
1500508411,USD,ETH,200.96039999
1500508438,USD,BTC,2335.6779
1500508440,USD,ETH,200.9901
1500508492,BTC,ETH,0.08571201
1500508493,EUR,BTC,2021.0506
1500508510,USD,BTC,2338.0032
1500508523,USD,ETH,201.72600482
1500508537,USD,ETH,201.02000049
1500508567,EUR,BTC,2016.03
1500508589,USD,ETH,201.65235965
1500508626,USD,ETH,201.56005577
1500508643,USD,ETH,201.56005175
1500508850,USD,ETH,202
1500508854,USD,ETH,202
1500508854,USD,ETH,202
1500508857,USD,ETH,202
1500508860,USD,ETH,202
1500508863,BTC,ETH,0.08625389
1500508868,USD,ETH,202.9208
1500508869,BTC,ETH,0.08625389
1500508872,EUR,ETH,174.01999893
1500508877,USD,BTC,2342.999
1500508884,USD,ETH,202.9901
1500508885,USD,ETH,202.9901
1500508895,USD,ETH,204.71539999
1500508895,USD,ETH,204.71539999
1500508901,USD,ETH,205.46155611
1500508901,USD,BTC,2342.999
1500508901,USD,BTC,2352.9166
1500508901,USD,BTC,2352.9252
1500508901,BTC,ETH,0.08725211
1500508901,BTC,ETH,0.08725211
1500508901,BTC,ETH,0.08725917
1500508904,USD,ETH,205.46155611
1500508910,USD,ETH,205.46155611
1500508911,USD,ETH,205.46155611
1500508914,USD,ETH,205.46155611
